File,Simulation_Type,Average_Distance
FAM016487.fasta,WAG_sampling_seq_root_0,0.3263
FAM016493.fasta,WAG_sampling_seq_root_0,0.6212
FAM016500.fasta,WAG_sampling_seq_root_0,0.1652
FAM016462.fasta,WAG_sampling_seq_root_0,0.2868
FAM016279.fasta,WAG_sampling_seq_root_0,0.3274
FAM016450.fasta,WAG_sampling_seq_root_0,0.1611
FAM016529.fasta,WAG_sampling_seq_root_0,0.7167
FAM016551.fasta,WAG_sampling_seq_root_0,0.4666
FAM016588.fasta,WAG_sampling_seq_root_0,0.8485
FAM016594.fasta,WAG_sampling_seq_root_0,0.2279
FAM016565.fasta,WAG_sampling_seq_root_0,0.5320
FAM016598.fasta,WAG_sampling_seq_root_0,0.2383
FAM016632.fasta,WAG_sampling_seq_root_0,0.4532
FAM016618.fasta,WAG_sampling_seq_root_0,1.0180
FAM016440.fasta,WAG_sampling_seq_root_0,0.3441
FAM016675.fasta,WAG_sampling_seq_root_0,0.4111
FAM016688.fasta,WAG_sampling_seq_root_0,0.2192
FAM016695.fasta,WAG_sampling_seq_root_0,0.4593
FAM016673.fasta,WAG_sampling_seq_root_0,0.3495
FAM016761.fasta,WAG_sampling_seq_root_0,1.0810
FAM016816.fasta,WAG_sampling_seq_root_0,0.5481
FAM016752.fasta,WAG_sampling_seq_root_0,0.4146
FAM016827.fasta,WAG_sampling_seq_root_0,0.5853
FAM016822.fasta,WAG_sampling_seq_root_0,0.2204
FAM016829.fasta,WAG_sampling_seq_root_0,0.4193
FAM016891.fasta,WAG_sampling_seq_root_0,0.3483
FAM016806.fasta,WAG_sampling_seq_root_0,0.3802
FAM016700.fasta,WAG_sampling_seq_root_0,0.3838
FAM016855.fasta,WAG_sampling_seq_root_0,0.3602
FAM016842.fasta,WAG_sampling_seq_root_0,0.3066
FAM016953.fasta,WAG_sampling_seq_root_0,0.3431
FAM016892.fasta,WAG_sampling_seq_root_0,0.4271
FAM017020.fasta,WAG_sampling_seq_root_0,0.7570
FAM016985.fasta,WAG_sampling_seq_root_0,0.2573
FAM017027.fasta,WAG_sampling_seq_root_0,0.2142
FAM017028.fasta,WAG_sampling_seq_root_0,0.4096
FAM017032.fasta,WAG_sampling_seq_root_0,0.6072
FAM016940.fasta,WAG_sampling_seq_root_0,1.3627
FAM017029.fasta,WAG_sampling_seq_root_0,0.4833
FAM017042.fasta,WAG_sampling_seq_root_0,0.6194
FAM017025.fasta,WAG_sampling_seq_root_0,0.4766
FAM017053.fasta,WAG_sampling_seq_root_0,0.3523
FAM017064.fasta,WAG_sampling_seq_root_0,0.5326
FAM017069.fasta,WAG_sampling_seq_root_0,0.4145
FAM017060.fasta,WAG_sampling_seq_root_0,0.7445
FAM017089.fasta,WAG_sampling_seq_root_0,0.5562
FAM017095.fasta,WAG_sampling_seq_root_0,0.2430
FAM017121.fasta,WAG_sampling_seq_root_0,0.3223
FAM017199.fasta,WAG_sampling_seq_root_0,0.2242
FAM017249.fasta,WAG_sampling_seq_root_0,0.6488
FAM017361.fasta,WAG_sampling_seq_root_0,0.0628
FAM017880.fasta,WAG_sampling_seq_root_0,0.6568
FAM017590.fasta,WAG_sampling_seq_root_0,0.4024
FAM017174.fasta,WAG_sampling_seq_root_0,0.2936
FAM017198.fasta,WAG_sampling_seq_root_0,0.4701
FAM018572.fasta,WAG_sampling_seq_root_0,0.3691
FAM018459.fasta,WAG_sampling_seq_root_0,0.4810
FAM018763.fasta,WAG_sampling_seq_root_0,1.1719
FAM018783.fasta,WAG_sampling_seq_root_0,0.5247
FAM018609.fasta,WAG_sampling_seq_root_0,0.4437
FAM017263.fasta,WAG_sampling_seq_root_0,0.2884
FAM018886.fasta,WAG_sampling_seq_root_0,0.3704
FAM019380.fasta,WAG_sampling_seq_root_0,0.5890
FAM019001.fasta,WAG_sampling_seq_root_0,1.2924
FAM019520.fasta,WAG_sampling_seq_root_0,1.3392
FAM019653.fasta,WAG_sampling_seq_root_0,0.8090
FAM019563.fasta,WAG_sampling_seq_root_0,0.9125
FAM019586.fasta,WAG_sampling_seq_root_0,0.5048
FAM019709.fasta,WAG_sampling_seq_root_0,0.8475
FAM019554.fasta,WAG_sampling_seq_root_0,0.6670
FAM019799.fasta,WAG_sampling_seq_root_0,1.4437
FAM019740.fasta,WAG_sampling_seq_root_0,0.5703
FAM020065.fasta,WAG_sampling_seq_root_0,0.6071
FAM020082.fasta,WAG_sampling_seq_root_0,0.9809
FAM020092.fasta,WAG_sampling_seq_root_0,1.4612
FAM020229.fasta,WAG_sampling_seq_root_0,1.7600
FAM020094.fasta,WAG_sampling_seq_root_0,1.1935
FAM020489.fasta,WAG_sampling_seq_root_0,1.1036
FAM020570.fasta,WAG_sampling_seq_root_0,0.9643
FAM020793.fasta,WAG_sampling_seq_root_0,0.5530
FAM020380.fasta,WAG_sampling_seq_root_0,1.6985
FAM020673.fasta,WAG_sampling_seq_root_0,1.2038
FAM021007.fasta,WAG_sampling_seq_root_0,0.1841
FAM020815.fasta,WAG_sampling_seq_root_0,0.2415
FAM020953.fasta,WAG_sampling_seq_root_0,0.1438
FAM020814.fasta,WAG_sampling_seq_root_0,0.5322
FAM021087.fasta,WAG_sampling_seq_root_0,0.0767
FAM021044.fasta,WAG_sampling_seq_root_0,0.2620
FAM021030.fasta,WAG_sampling_seq_root_0,0.1956
FAM021688.fasta,WAG_sampling_seq_root_0,0.4038
FAM021459.fasta,WAG_sampling_seq_root_0,0.4081
FAM021098.fasta,WAG_sampling_seq_root_0,0.7822
FAM021474.fasta,WAG_sampling_seq_root_0,0.3629
FAM021718.fasta,WAG_sampling_seq_root_0,0.9470
FAM021734.fasta,WAG_sampling_seq_root_0,0.1286
FAM021901.fasta,WAG_sampling_seq_root_0,0.3697
FAM021836.fasta,WAG_sampling_seq_root_0,0.4480
FAM021902.fasta,WAG_sampling_seq_root_0,0.3521
FAM021702.fasta,WAG_sampling_seq_root_0,0.7466
FAM021984.fasta,WAG_sampling_seq_root_0,0.4184
FAM021948.fasta,WAG_sampling_seq_root_0,0.4024
FAM022115.fasta,WAG_sampling_seq_root_0,0.2421
FAM021911.fasta,WAG_sampling_seq_root_0,0.4217
FAM022381.fasta,WAG_sampling_seq_root_0,0.6738
FAM022120.fasta,WAG_sampling_seq_root_0,0.8764
FAM022285.fasta,WAG_sampling_seq_root_0,0.1976
FAM022591.fasta,WAG_sampling_seq_root_0,0.0120
FAM022403.fasta,WAG_sampling_seq_root_0,0.5417
FAM022741.fasta,WAG_sampling_seq_root_0,0.1267
FAM022853.fasta,WAG_sampling_seq_root_0,0.5667
FAM022754.fasta,WAG_sampling_seq_root_0,0.4188
FAM022869.fasta,WAG_sampling_seq_root_0,0.2357
FAM022464.fasta,WAG_sampling_seq_root_0,1.5026
FAM022956.fasta,WAG_sampling_seq_root_0,0.6844
FAM022980.fasta,WAG_sampling_seq_root_0,0.2511
FAM023020.fasta,WAG_sampling_seq_root_0,0.1727
FAM022880.fasta,WAG_sampling_seq_root_0,0.7180
FAM023138.fasta,WAG_sampling_seq_root_0,0.3934
FAM023290.fasta,WAG_sampling_seq_root_0,0.7679
FAM023066.fasta,WAG_sampling_seq_root_0,0.4576
FAM023285.fasta,WAG_sampling_seq_root_0,0.6753
FAM023328.fasta,WAG_sampling_seq_root_0,0.9219
FAM023400.fasta,WAG_sampling_seq_root_0,0.1312
FAM023535.fasta,WAG_sampling_seq_root_0,0.3561
FAM023676.fasta,WAG_sampling_seq_root_0,0.1676
FAM023903.fasta,WAG_sampling_seq_root_0,0.8195
FAM023730.fasta,WAG_sampling_seq_root_0,0.5027
FAM020314.fasta,WAG_sampling_seq_root_0,1.2824
FAM023481.fasta,WAG_sampling_seq_root_0,0.2162
FAM023910.fasta,WAG_sampling_seq_root_0,0.0990
FAM024225.fasta,WAG_sampling_seq_root_0,0.4181
FAM024057.fasta,WAG_sampling_seq_root_0,0.3156
FAM024094.fasta,WAG_sampling_seq_root_0,0.5152
FAM024286.fasta,WAG_sampling_seq_root_0,0.5729
FAM021712.fasta,WAG_sampling_seq_root_0,0.1219
FAM024030.fasta,WAG_sampling_seq_root_0,0.2355
FAM024229.fasta,WAG_sampling_seq_root_0,0.5848
FAM024458.fasta,WAG_sampling_seq_root_0,1.4883
FAM024660.fasta,WAG_sampling_seq_root_0,0.3107
FAM024608.fasta,WAG_sampling_seq_root_0,0.2090
FAM024814.fasta,WAG_sampling_seq_root_0,0.4738
FAM024623.fasta,WAG_sampling_seq_root_0,0.3339
FAM024785.fasta,WAG_sampling_seq_root_0,0.1623
FAM024496.fasta,WAG_sampling_seq_root_0,0.2597
FAM024826.fasta,WAG_sampling_seq_root_0,1.0378
FAM024934.fasta,WAG_sampling_seq_root_0,0.6673
FAM024833.fasta,WAG_sampling_seq_root_0,1.2468
FAM025125.fasta,WAG_sampling_seq_root_0,0.4571
FAM025108.fasta,WAG_sampling_seq_root_0,0.7149
FAM024939.fasta,WAG_sampling_seq_root_0,0.6930
FAM025224.fasta,WAG_sampling_seq_root_0,0.5908
FAM025310.fasta,WAG_sampling_seq_root_0,0.4618
FAM025250.fasta,WAG_sampling_seq_root_0,0.8012
FAM025288.fasta,WAG_sampling_seq_root_0,0.4236
FAM025528.fasta,WAG_sampling_seq_root_0,0.5218
FAM025448.fasta,WAG_sampling_seq_root_0,1.3542
FAM025531.fasta,WAG_sampling_seq_root_0,0.6169
FAM025483.fasta,WAG_sampling_seq_root_0,0.4697
FAM025664.fasta,WAG_sampling_seq_root_0,0.3765
FAM025189.fasta,WAG_sampling_seq_root_0,0.1770
FAM025652.fasta,WAG_sampling_seq_root_0,0.3325
FAM025740.fasta,WAG_sampling_seq_root_0,0.4486
FAM025917.fasta,WAG_sampling_seq_root_0,0.1977
FAM025910.fasta,WAG_sampling_seq_root_0,0.5334
FAM025990.fasta,WAG_sampling_seq_root_0,0.1990
FAM026145.fasta,WAG_sampling_seq_root_0,0.6737
FAM026133.fasta,WAG_sampling_seq_root_0,0.4607
FAM026086.fasta,WAG_sampling_seq_root_0,0.9200
FAM026359.fasta,WAG_sampling_seq_root_0,0.1462
FAM026334.fasta,WAG_sampling_seq_root_0,0.5805
FAM026348.fasta,WAG_sampling_seq_root_0,0.1126
FAM026350.fasta,WAG_sampling_seq_root_0,0.2115
FAM026333.fasta,WAG_sampling_seq_root_0,0.5500
FAM026391.fasta,WAG_sampling_seq_root_0,0.4846
FAM026372.fasta,WAG_sampling_seq_root_0,0.1595
FAM026410.fasta,WAG_sampling_seq_root_0,0.2352
FAM026426.fasta,WAG_sampling_seq_root_0,0.2030
FAM026423.fasta,WAG_sampling_seq_root_0,0.2580
FAM026438.fasta,WAG_sampling_seq_root_0,0.0514
FAM026462.fasta,WAG_sampling_seq_root_0,0.3141
FAM026417.fasta,WAG_sampling_seq_root_0,0.2267
FAM026464.fasta,WAG_sampling_seq_root_0,0.3744
FAM026455.fasta,WAG_sampling_seq_root_0,0.4128
FAM026448.fasta,WAG_sampling_seq_root_0,0.3181
FAM026376.fasta,WAG_sampling_seq_root_0,0.2297
FAM026487.fasta,WAG_sampling_seq_root_0,0.1654
FAM026523.fasta,WAG_sampling_seq_root_0,0.3769
FAM026524.fasta,WAG_sampling_seq_root_0,0.5315
FAM026488.fasta,WAG_sampling_seq_root_0,0.2107
FAM026529.fasta,WAG_sampling_seq_root_0,0.1612
FAM026553.fasta,WAG_sampling_seq_root_0,0.5646
FAM026497.fasta,WAG_sampling_seq_root_0,0.0840
FAM026580.fasta,WAG_sampling_seq_root_0,0.3450
FAM026549.fasta,WAG_sampling_seq_root_0,0.1458
FAM026616.fasta,WAG_sampling_seq_root_0,0.4109
FAM026572.fasta,WAG_sampling_seq_root_0,0.1599
FAM026624.fasta,WAG_sampling_seq_root_0,0.2511
FAM026594.fasta,WAG_sampling_seq_root_0,0.6412
FAM026653.fasta,WAG_sampling_seq_root_0,0.2409
FAM026600.fasta,WAG_sampling_seq_root_0,0.4901
FAM026652.fasta,WAG_sampling_seq_root_0,0.2311
FAM026663.fasta,WAG_sampling_seq_root_0,0.4464
FAM026699.fasta,WAG_sampling_seq_root_0,0.1122
FAM026674.fasta,WAG_sampling_seq_root_0,0.3135
FAM026731.fasta,WAG_sampling_seq_root_0,0.1335
FAM026732.fasta,WAG_sampling_seq_root_0,0.3350
FAM026686.fasta,WAG_sampling_seq_root_0,0.2042
FAM026747.fasta,WAG_sampling_seq_root_0,0.3907
FAM026744.fasta,WAG_sampling_seq_root_0,0.1005
FAM026760.fasta,WAG_sampling_seq_root_0,0.3591
FAM026761.fasta,WAG_sampling_seq_root_0,0.2686
FAM026664.fasta,WAG_sampling_seq_root_0,0.2536
FAM026762.fasta,WAG_sampling_seq_root_0,0.5054
FAM026781.fasta,WAG_sampling_seq_root_0,0.3352
FAM026778.fasta,WAG_sampling_seq_root_0,0.2194
FAM026776.fasta,WAG_sampling_seq_root_0,0.1692
FAM026502.fasta,WAG_sampling_seq_root_0,0.4428
FAM026815.fasta,WAG_sampling_seq_root_0,0.3849
FAM026799.fasta,WAG_sampling_seq_root_0,0.4006
FAM026798.fasta,WAG_sampling_seq_root_0,0.1942
FAM026844.fasta,WAG_sampling_seq_root_0,0.3247
FAM026857.fasta,WAG_sampling_seq_root_0,0.1800
FAM026823.fasta,WAG_sampling_seq_root_0,0.4436
FAM026779.fasta,WAG_sampling_seq_root_0,0.3124
FAM026849.fasta,WAG_sampling_seq_root_0,0.3757
FAM026887.fasta,WAG_sampling_seq_root_0,0.2458
FAM026883.fasta,WAG_sampling_seq_root_0,0.2031
FAM026885.fasta,WAG_sampling_seq_root_0,0.4822
FAM026822.fasta,WAG_sampling_seq_root_0,0.4248
FAM026884.fasta,WAG_sampling_seq_root_0,0.2336
FAM026893.fasta,WAG_sampling_seq_root_0,0.2949
